2020-12-21,19285
2020-12-22,19743
2020-12-23,20491
2020-12-24,21226
2020-12-25,21547
2020-12-26,21547
2020-12-27,21880
2020-12-28,22319
2020-12-29,22909
2020-12-30,23499
2020-12-31,24201
2021-01-01,24201
2021-01-02,25245
2021-01-03,25592
2021-01-04,25968
2021-01-05,26565
2021-01-06,27090
2021-01-07,27625
2021-01-08,28407
2021-01-09,29019
2021-01-10,29298
2021-01-11,29611
2021-01-12,30326
2021-01-13,31150
2021-01-14,31958
2021-01-15,32781
2021-01-16,33219
