2020-03-07,1
2020-03-08,1
2020-03-09,1
2020-03-10,1
2020-03-11,1
2020-03-12,2
2020-03-13,4
2020-03-14,5
2020-03-15,5
2020-03-16,9
2020-03-17,16
2020-03-18,21
2020-03-19,35
2020-03-20,73
2020-03-21,93
2020-03-22,130
2020-03-23,183
2020-03-24,255
2020-03-25,384
2020-03-26,508
2020-03-27,670
2020-03-28,837
2020-03-29,902
2020-03-30,1049
2020-03-31,1350
2020-04-01,1580
2020-04-02,1834
2020-04-03,2113
2020-04-04,2291
2020-04-05,2367
2020-04-06,2722
2020-04-07,3037
2020-04-08,3327
2020-04-09,3539
2020-04-10,3799
2020-04-11,4024
2020-04-12,4160
2020-04-13,4388
2020-04-14,4686
2020-04-15,4895
2020-04-16,5111
2020-04-17,5283
2020-04-18,5517
2020-04-19,5667
2020-04-20,5807
2020-04-21,5941
2020-04-22,6137
2020-04-23,6321
2020-04-24,6625
2020-04-25,6826
2020-04-26,6997
2020-04-27,7171
2020-04-28,7306
2020-04-29,7426
2020-04-30,7563
2020-05-01,7840
2020-05-02,8154
2020-05-03,8454
2020-05-04,8776
2020-05-05,8919
2020-05-06,9164
2020-05-07,9409
2020-05-08,9573
2020-05-09,9737
2020-05-10,9906
2020-05-11,10025
2020-05-12,10124
2020-05-13,10369
2020-05-14,10490
2020-05-15,10567
2020-05-16,10794
2020-05-17,11069
2020-05-18,11225
2020-05-19,11369
2020-05-20,11510
2020-05-21,11657
2020-05-22,11797
2020-05-23,11922
2020-05-24,12114
2020-05-25,12296
2020-05-26,12437
2020-05-27,12624
2020-05-28,12815
2020-05-29,12949
2020-05-30,13118
2020-05-31,13297
2020-06-01,13523
2020-06-02,13822
2020-06-03,14020
2020-06-04,14286
2020-06-05,14515
2020-06-06,14659
2020-06-07,14985
2020-06-08,15159
2020-06-09,15396
2020-06-10,15662
2020-06-11,15924
2020-06-12,16111
2020-06-13,16327
2020-06-14,16384
2020-06-15,16712
2020-06-16,16930
2020-06-17,17151
2020-06-18,17488
2020-06-19,17780
2020-06-20,18155
2020-06-21,18552
2020-06-22,18733
